행정구역,2014년_계_총인구수,2014년_계_연령구간인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_연령구간인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_연령구간인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_연령구간인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_연령구간인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_연령구간인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_연령구간인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_연령구간인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_연령구간인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_연령구간인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_연령구간인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_연령구간인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_연령구간인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_연령구간인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_연령구간인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_연령구간인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상
경기도 용인시 (4146000000),"961,026","961,026","114,893","127,463","107,449","162,821","189,608","121,933","72,450","46,736","15,251","2,319",103,"477,759","477,759","59,004","65,767","54,993","78,409","95,972","62,504","33,249","21,844","5,439",556,22,"483,267","483,267","55,889","61,696","52,456","84,412","93,636","59,429","39,201","24,892","9,812","1,763",81,"975,746","975,746","114,258","125,540","111,310","157,708","192,757","127,735","77,701","49,158","16,974","2,491",114,"484,727","484,727","58,706","64,667","57,208","75,998","97,038","65,518","35,697","22,998","6,285",589,23,"491,019","491,019","55,552","60,873","54,102","81,710","95,719","62,217","42,004","26,160","10,689","1,902",91,"991,126","991,126","112,302","124,731","117,375","152,801","195,704","132,986","81,346","52,167","18,819","2,752",143,"492,374","492,374","57,664","64,353","60,458","73,820","97,858","68,566","37,525","24,337","7,095",673,25,"498,752","498,752","54,638","60,378","56,917","78,981","97,846","64,420","43,821","27,830","11,724","2,079",118,"1,004,081","1,004,081","108,092","124,062","121,485","147,517","197,916","139,599","85,339","56,043","20,835","3,039",154,"498,923","498,923","55,467","64,047","62,769","71,694","98,531","71,917","39,675","25,925","8,106",775,17,"505,158","505,158","52,625","60,015","58,716","75,823","99,385","67,682","45,664","30,118","12,729","2,264",137,"1,035,126","1,035,126","107,447","124,019","126,752","150,807","198,509","149,431","91,730","60,102","22,811","3,351",167,"514,127","514,127","55,041","63,859","65,530","73,674","98,711","76,533","43,040","27,760","9,109",844,26,"520,999","520,999","52,406","60,160","61,222","77,133","99,798","72,898","48,690","32,342","13,702","2,507",141,"1,059,609","1,059,609","105,455","123,101","132,253","149,477","200,224","157,892","98,721","63,179","25,293","3,841",173,"525,946","525,946","53,977","63,328","68,483","73,528","99,068","80,605","46,622","29,037","10,285",981,32,"533,663","533,663","51,478","59,773","63,770","75,949","101,156","77,287","52,099","34,142","15,008","2,860",141
경기도 용인시 처인구 (4146100000),"218,400","218,400","21,007","26,972","27,219","33,905","39,804","33,863","18,229","12,102","4,556",688,55,"111,912","111,912","10,712","14,307","14,486","17,766","20,823","17,921","8,929","5,287","1,500",169,12,"106,488","106,488","10,295","12,665","12,733","16,139","18,981","15,942","9,300","6,815","3,056",519,43,"221,347","221,347","21,070","25,966","27,772","33,338","39,837","35,264","19,918","12,372","5,047",708,55,"113,333","113,333","10,789","13,721","14,837","17,395","20,849","18,544","9,822","5,449","1,740",175,12,"108,014","108,014","10,281","12,245","12,935","15,943","18,988","16,720","10,096","6,923","3,307",533,43,"226,130","226,130","20,907","25,808","29,415","32,639","40,179","36,562","21,443","12,830","5,500",783,64,"115,841","115,841","10,701","13,620","15,733","17,078","20,924","19,304","10,643","5,702","1,934",190,12,"110,289","110,289","10,206","12,188","13,682","15,561","19,255","17,258","10,800","7,128","3,566",593,52,"231,553","231,553","20,757","25,177","30,419","32,517","40,892","38,097","23,144","13,667","5,989",835,59,"118,742","118,742","10,616","13,350","16,270","17,101","21,343","20,122","11,435","6,158","2,129",210,8,"112,811","112,811","10,141","11,827","14,149","15,416","19,549","17,975","11,709","7,509","3,860",625,51,"249,118","249,118","22,765","25,551","32,413","35,731","42,716","41,167","26,355","14,856","6,546",948,70,"127,616","127,616","11,674","13,458","17,432","18,728","22,388","21,470","13,056","6,820","2,348",229,13,"121,502","121,502","11,091","12,093","14,981","17,003","20,328","19,697","13,299","8,036","4,198",719,57,"253,896","253,896","22,326","25,472","33,228","34,881","43,237","42,536","28,544","15,473","7,071","1,059",69,"130,034","130,034","11,396","13,397","17,921","18,299","22,767","22,082","14,224","7,132","2,562",242,12,"123,862","123,862","10,930","12,075","15,307","16,582","20,470","20,454","14,320","8,341","4,509",817,57
경기도 용인시 기흥구 (4146300000),"402,206","402,206","53,195","52,719","43,458","72,731","80,261","46,864","28,497","17,937","5,644",868,32,"199,066","199,066","27,406","27,003","22,083","34,617","40,759","23,608","12,873","8,407","2,096",208,6,"203,140","203,140","25,789","25,716","21,375","38,114","39,502","23,256","15,624","9,530","3,548",660,26,"409,162","409,162","52,622","52,447","45,113","70,040","82,338","49,476","30,715","19,117","6,316",944,34,"202,407","202,407","27,111","26,857","23,015","33,496","41,468","25,012","13,860","8,967","2,392",223,6,"206,755","206,755","25,511","25,590","22,098","36,544","40,870","24,464","16,855","10,150","3,924",721,28,"417,163","417,163","52,178","52,451","47,437","68,087","84,071","52,002","32,161","20,555","7,138","1,040",43,"206,316","206,316","26,767","26,995","24,310","32,556","42,132","26,385","14,545","9,631","2,726",261,8,"210,847","210,847","25,411","25,456","23,127","35,531","41,939","25,617","17,616","10,924","4,412",779,35,"419,429","419,429","49,336","52,595","48,868","64,135","84,918","54,872","33,402","22,151","7,887","1,210",55,"207,548","207,548","25,327","27,063","25,279","30,833","42,281","27,852","15,236","10,233","3,133",306,5,"211,881","211,881","24,009","25,532","23,589","33,302","42,637","27,020","18,166","11,918","4,754",904,50,"427,719","427,719","47,518","52,568","50,993","63,795","84,535","58,948","35,500","23,776","8,725","1,306",55,"211,619","211,619","24,404","27,061","26,311","30,893","41,902","29,871","16,372","10,919","3,550",328,8,"216,100","216,100","23,114","25,507","24,682","32,902","42,633","29,077","19,128","12,857","5,175",978,47,"436,679","436,679","45,852","51,788","53,753","62,536","84,703","62,919","38,527","25,166","9,845","1,532",58,"215,796","215,796","23,567","26,668","27,749","30,473","41,662","31,844","17,855","11,493","4,074",398,13,"220,883","220,883","22,285","25,120","26,004","32,063","43,041","31,075","20,672","13,673","5,771","1,134",45
경기도 용인시 수지구 (4146500000),"340,420","340,420","40,691","47,772","36,772","56,185","69,543","41,206","25,724","16,697","5,051",763,16,"166,781","166,781","20,886","24,457","18,424","26,026","34,390","20,975","11,447","8,150","1,843",179,4,"173,639","173,639","19,805","23,315","18,348","30,159","35,153","20,231","14,277","8,547","3,208",584,12,"345,237","345,237","40,566","47,127","38,425","54,330","70,582","42,995","27,068","17,669","5,611",839,25,"168,987","168,987","20,806","24,089","19,356","25,107","34,721","21,962","12,015","8,582","2,153",191,5,"176,250","176,250","19,760","23,038","19,069","29,223","35,861","21,033","15,053","9,087","3,458",648,20,"347,833","347,833","39,217","46,472","40,523","52,075","71,454","44,422","27,742","18,782","6,181",929,36,"170,217","170,217","20,196","23,738","20,415","24,186","34,802","22,877","12,337","9,004","2,435",222,5,"177,616","177,616","19,021","22,734","20,108","27,889","36,652","21,545","15,405","9,778","3,746",707,31,"353,099","353,099","37,999","46,290","42,198","50,865","72,106","46,630","28,793","20,225","6,959",994,40,"172,633","172,633","19,524","23,634","21,220","23,760","34,907","23,943","13,004","9,534","2,844",259,4,"180,466","180,466","18,475","22,656","20,978","27,105","37,199","22,687","15,789","10,691","4,115",735,36,"358,289","358,289","37,164","45,900","43,346","51,281","71,258","49,316","29,875","21,470","7,540","1,097",42,"174,892","174,892","18,963","23,340","21,787","24,053","34,421","25,192","13,612","10,021","3,211",287,5,"183,397","183,397","18,201","22,560","21,559","27,228","36,837","24,124","16,263","11,449","4,329",810,37,"369,034","369,034","37,277","45,841","45,272","52,060","72,284","52,437","31,650","22,540","8,377","1,250",46,"180,116","180,116","19,014","23,263","22,813","24,756","34,639","26,679","14,543","10,412","3,649",341,7,"188,918","188,918","18,263","22,578","22,459","27,304","37,645","25,758","17,107","12,128","4,728",909,39
경기도 파주시 (4148000000),"411,348","411,348","46,870","49,302","51,462","66,856","74,656","57,635","31,049","23,909","8,237","1,239",133,"208,984","208,984","23,982","25,696","27,264","34,607","39,112","30,013","14,864","10,254","2,807",350,35,"202,364","202,364","22,888","23,606","24,198","32,249","35,544","27,622","16,185","13,655","5,430",889,98,"423,321","423,321","48,035","49,180","52,378","67,761","76,478","60,362","33,883","24,579","9,228","1,288",149,"214,893","214,893","24,509","25,553","27,606","35,286","39,971","31,465","16,288","10,590","3,243",339,43,"208,428","208,428","23,526","23,627","24,772","32,475","36,507","28,897","17,595","13,989","5,985",949,106,"430,781","430,781","48,047","48,861","52,859","67,652","77,514","62,507","36,444","25,265","10,073","1,391",168,"218,565","218,565","24,522","25,319","27,620","35,539","40,264","32,779","17,521","10,953","3,635",364,49,"212,216","212,216","23,525","23,542","25,239","32,113","37,250","29,728","18,923","14,312","6,438","1,027",119,"437,848","437,848","46,810","48,896","54,042","67,442","78,210","64,453","38,934","26,427","10,975","1,494",165,"222,312","222,312","23,869","25,314","28,272","35,746","40,443","33,847","18,867","11,515","4,011",384,44,"215,536","215,536","22,941","23,582","25,770","31,696","37,767","30,606","20,067","14,912","6,964","1,110",121,"451,848","451,848","47,105","49,178","55,144","70,019","79,140","67,703","42,187","27,489","11,993","1,717",173,"229,250","229,250","23,970","25,431","28,773","37,214","40,841","35,490","20,614","12,037","4,415",417,48,"222,598","222,598","23,135","23,747","26,371","32,805","38,299","32,213","21,573","15,452","7,578","1,300",125,"454,040","454,040","45,350","48,620","55,277","67,819","79,134","69,622","45,024","28,086","13,025","1,901",182,"230,461","230,461","23,090","25,130","29,055","36,144","40,728","36,514","22,173","12,331","4,791",450,55,"223,579","223,579","22,260","23,490","26,222","31,675","38,406","33,108","22,851","15,755","8,234","1,451",127
경기도 이천시 (4150000000),"205,014","205,014","21,823","25,926","25,775","32,301","35,233","30,991","16,166","11,712","4,427",627,33,"104,008","104,008","11,336","13,546","13,190","16,481","18,392","16,363","8,056","5,017","1,456",162,9,"101,006","101,006","10,487","12,380","12,585","15,820","16,841","14,628","8,110","6,695","2,971",465,24,"204,935","204,935","21,471","24,923","25,640","31,398","34,840","31,821","17,604","11,696","4,840",665,37,"104,066","104,066","11,101","13,077","13,212","16,117","18,107","16,777","8,807","5,098","1,588",171,11,"100,869","100,869","10,370","11,846","12,428","15,281","16,733","15,044","8,797","6,598","3,252",494,26,"210,359","210,359","22,030","24,616","26,759","31,818","35,350","32,875","18,959","11,943","5,246",719,44,"107,044","107,044","11,352","12,841","14,067","16,484","18,187","17,292","9,554","5,292","1,779",183,13,"103,315","103,315","10,678","11,775","12,692","15,334","17,163","15,583","9,405","6,651","3,467",536,31,"213,142","213,142","21,562","24,250","27,446","31,769","35,509","33,511","20,354","12,304","5,623",760,54,"108,815","108,815","11,160","12,650","14,683","16,582","18,234","17,542","10,286","5,537","1,936",194,11,"104,327","104,327","10,402","11,600","12,763","15,187","17,275","15,969","10,068","6,767","3,687",566,43,"214,206","214,206","20,679","23,487","28,185","31,165","35,089","34,220","21,925","12,613","5,960",824,59,"109,878","109,878","10,709","12,256","15,539","16,351","18,039","17,752","11,152","5,742","2,122",200,16,"104,328","104,328","9,970","11,231","12,646","14,814","17,050","16,468","10,773","6,871","3,838",624,43,"215,834","215,834","19,997","22,678","28,788","30,864","34,846","34,933","23,641","12,758","6,380",887,62,"111,244","111,244","10,338","11,794","16,202","16,377","17,995","18,052","12,074","5,865","2,315",213,19,"104,590","104,590","9,659","10,884","12,586","14,487","16,851","16,881","11,567","6,893","4,065",674,43
경기도 안성시 (4155000000),"181,896","181,896","18,497","21,153","20,705","28,581","31,029","27,832","16,261","12,281","4,875",644,38,"92,757","92,757","9,496","11,010","11,127","15,084","16,572","14,432","8,074","5,226","1,552",176,8,"89,139","89,139","9,001","10,143","9,578","13,497","14,457","13,400","8,187","7,055","3,323",468,30,"180,199","180,199","17,767","20,270","20,519","26,857","30,664","28,259","17,477","12,382","5,294",669,41,"91,896","91,896","9,140","10,560","10,997","14,224","16,324","14,752","8,708","5,313","1,698",173,7,"88,303","88,303","8,627","9,710","9,522","12,633","14,340","13,507","8,769","7,069","3,596",496,34,"182,896","182,896","17,680","19,746","21,025","26,631","30,862","29,122","18,839","12,443","5,775",731,42,"93,389","93,389","9,062","10,289","11,352","14,098","16,437","15,276","9,391","5,412","1,884",180,8,"89,507","89,507","8,618","9,457","9,673","12,533","14,425","13,846","9,448","7,031","3,891",551,34,"182,786","182,786","16,698","19,307","21,183","25,489","30,679","29,509","20,007","12,807","6,279",785,43,"93,574","93,574","8,584","10,086","11,497","13,559","16,357","15,470","10,071","5,623","2,137",181,9,"89,212","89,212","8,114","9,221","9,686","11,930","14,322","14,039","9,936","7,184","4,142",604,34,"183,579","183,579","15,844","18,779","21,554","24,849","30,269","30,230","21,412","13,109","6,637",852,44,"94,095","94,095","8,128","9,761","11,772","13,328","16,176","15,829","10,804","5,823","2,285",179,10,"89,484","89,484","7,716","9,018","9,782","11,521","14,093","14,401","10,608","7,286","4,352",673,34,"183,405","183,405","14,940","18,265","21,456","23,632","29,912","30,832","23,032","13,210","7,164",912,50,"94,227","94,227","7,669","9,465","11,801","12,777","15,946","16,271","11,597","5,964","2,547",178,12,"89,178","89,178","7,271","8,800","9,655","10,855","13,966","14,561","11,435","7,246","4,617",734,38
경기도 김포시 (4157000000),"340,310","340,310","41,854","39,596","36,976","60,419","61,890","48,991","27,133","16,749","5,873",784,45,"171,105","171,105","21,445","20,409","18,889","29,946","32,303","25,336","13,292","7,386","1,889",195,15,"169,205","169,205","20,409","19,187","18,087","30,473","29,587","23,655","13,841","9,363","3,984",589,30,"349,990","349,990","43,169","39,484","37,926","59,764","63,858","50,829","30,170","17,450","6,415",877,48,"175,892","175,892","22,170","20,354","19,508","29,332","33,341","26,293","14,754","7,783","2,124",218,15,"174,098","174,098","20,999","19,130","18,418","30,432","30,517","24,536","15,416","9,667","4,291",659,33,"363,443","363,443","44,453","39,753","39,433","60,148","66,351","53,508","32,840","18,793","7,109","1,001",54,"182,597","182,597","22,698","20,540","20,494","29,427","34,532","27,724","15,969","8,480","2,470",246,17,"180,846","180,846","21,755","19,213","18,939","30,721","31,819","25,784","16,871","10,313","4,639",755,37,"392,092","392,092","48,479","41,534","42,123","65,819","71,470","56,632","36,420","20,585","7,882","1,099",49,"196,801","196,801","24,778","21,349","21,859","32,121","37,299","29,190","17,679","9,418","2,830",263,15,"195,291","195,291","23,701","20,185","20,264","33,698","34,171","27,442","18,741","11,167","5,052",836,34,"423,170","423,170","52,060","43,624","45,695","71,963","76,472","60,486","40,519","22,375","8,723","1,200",53,"212,410","212,410","26,623","22,295","23,778","35,196","39,949","31,085","19,651","10,365","3,166",287,15,"210,760","210,760","25,437","21,329","21,917","36,767","36,523","29,401","20,868","12,010","5,557",913,38,"437,221","437,221","52,071","44,797","47,422","71,134","80,358","62,744","43,857","23,886","9,519","1,367",66,"219,552","219,552","26,669","22,878","24,721","34,835","41,906","32,217","21,262","11,163","3,551",332,18,"217,669","217,669","25,402","21,919","22,701","36,299","38,452","30,527","22,595","12,723","5,968","1,035",48
경기도 화성시 (4159000000),"540,862","540,862","75,899","69,620","57,444","104,775","101,860","66,077","34,380","21,695","7,968","1,074",70,"279,520","279,520","38,798","36,075","30,149","53,798","55,799","35,609","17,130","9,356","2,537",244,25,"261,342","261,342","37,101","33,545","27,295","50,977","46,061","30,468","17,250","12,339","5,431",830,45,"596,525","596,525","85,045","73,741","64,741","115,613","112,110","73,428","38,849","22,789","8,944","1,190",75,"307,907","307,907","43,486","38,046","33,995","59,365","60,845","39,632","19,334","10,027","2,871",282,24,"288,618","288,618","41,559","35,695","30,746","56,248","51,265","33,796","19,515","12,762","6,073",908,51,"640,890","640,890","90,459","77,106","70,895","122,634","121,035","79,780","43,424","24,190","9,992","1,291",84,"330,923","330,923","46,236","39,591","37,334","62,967","65,385","43,300","21,687","10,796","3,304",295,28,"309,967","309,967","44,223","37,515","33,561","59,667","55,650","36,480","21,737","13,394","6,688",996,56,"691,086","691,086","94,709","81,282","79,448","129,851","131,628","87,371","48,095","26,109","11,042","1,463",88,"357,381","357,381","48,398","41,656","42,084","67,112","70,803","47,380","24,018","11,809","3,763",329,29,"333,705","333,705","46,311","39,626","37,364","62,739","60,825","39,991","24,077","14,300","7,279","1,134",59,"758,722","758,722","101,365","87,383","88,989","143,132","142,891","98,046","54,680","28,212","12,268","1,658",98,"392,871","392,871","51,823","44,759","47,471","74,171","76,739","52,915","27,435","12,915","4,256",356,31,"365,851","365,851","49,542","42,624","41,518","68,961","66,152","45,131","27,245","15,297","8,012","1,302",67,"815,396","815,396","105,609","92,720","96,872","149,961","154,886","107,896","61,875","30,105","13,536","1,824",112,"422,470","422,470","54,027","47,386","52,066","77,696","83,006","57,863","31,266","13,983","4,757",386,34,"392,926","392,926","51,582","45,334","44,806","72,265","71,880","50,033","30,609","16,122","8,779","1,438",78
경기도 광주시 (4161000000),"298,858","298,858","32,074","32,882","34,842","52,537","54,017","47,302","25,818","14,152","4,528",641,65,"153,812","153,812","16,426","17,113","18,209","27,377","28,867","24,528","13,083","6,583","1,448",161,17,"145,046","145,046","15,648","15,769","16,633","25,160","25,150","22,774","12,735","7,569","3,080",480,48,"312,579","312,579","33,229","32,758","36,547","54,276","55,843","49,943","29,158","14,918","5,119",720,68,"160,610","160,610","16,986","17,019","19,164","28,288","29,690","25,850","14,692","7,047","1,697",159,18,"151,969","151,969","16,243","15,739","17,383","25,988","26,153","24,093","14,466","7,871","3,422",561,50,"327,723","327,723","34,239","32,803","38,531","56,232","58,000","52,921","32,376","16,032","5,678",846,65,"168,345","168,345","17,558","17,014","20,224","29,466","30,704","27,279","16,361","7,594","1,944",183,18,"159,378","159,378","16,681","15,789","18,307","26,766","27,296","25,642","16,015","8,438","3,734",663,47,"345,947","345,947","35,309","33,575","40,916","58,580","60,803","55,804","35,880","17,775","6,268",965,72,"177,521","177,521","18,127","17,312","21,493","30,738","32,223","28,566","18,124","8,487","2,241",189,21,"168,426","168,426","17,182","16,263","19,423","27,842","28,580","27,238","17,756","9,288","4,027",776,51,"363,782","363,782","36,442","33,909","43,128","60,651","62,905","59,453","39,846","19,370","6,931","1,063",84,"186,309","186,309","18,696","17,430","22,683","31,684","33,352","30,302","20,085","9,317","2,533",206,21,"177,473","177,473","17,746","16,479","20,445","28,967","29,553","29,151","19,761","10,053","4,398",857,63,"372,654","372,654","36,223","33,577","43,885","59,830","64,543","61,520","43,558","20,728","7,573","1,123",94,"190,774","190,774","18,624","17,199","23,145","31,254","34,251","31,304","21,896","10,017","2,820",244,20,"181,880","181,880","17,599","16,378","20,740","28,576","30,292","30,216","21,662","10,711","4,753",879,74
경기도 양주시 (4163000000),"202,072","202,072","21,355","25,191","22,515","29,554","37,832","31,520","17,712","11,978","3,824",555,36,"102,688","102,688","10,930","12,871","11,965","14,901","19,850","16,611","8,717","5,381","1,310",144,8,"99,384","99,384","10,425","12,320","10,550","14,653","17,982","14,909","8,995","6,597","2,514",411,28,"205,184","205,184","21,222","24,754","23,060","28,622","38,090","32,638","19,379","12,479","4,293",606,41,"104,133","104,133","10,832","12,706","12,210","14,413","19,872","17,225","9,562","5,657","1,494",151,11,"101,051","101,051","10,390","12,048","10,850","14,209","18,218","15,413","9,817","6,822","2,799",455,30,"205,513","205,513","20,527","24,337","23,290","27,239","37,977","33,287","20,580","12,885","4,706",644,41,"104,235","104,235","10,435","12,491","12,408","13,729","19,709","17,545","10,186","5,874","1,692",155,11,"101,278","101,278","10,092","11,846","10,882","13,510","18,268","15,742","10,394","7,011","3,014",489,30,"212,146","212,146","20,306","24,349","24,412","27,440","38,519","34,477","22,537","14,072","5,288",705,41,"107,650","107,650","10,355","12,530","13,035","13,960","19,894","18,168","11,141","6,455","1,936",166,10,"104,496","104,496","9,951","11,819","11,377","13,480","18,625","16,309","11,396","7,617","3,352",539,31,"216,951","216,951","19,974","24,104","25,228","27,704","38,295","35,687","24,278","14,902","5,932",801,46,"109,978","109,978","10,171","12,385","13,408","14,153","19,765","18,777","12,053","6,887","2,183",187,9,"106,973","106,973","9,803","11,719","11,820","13,551","18,530","16,910","12,225","8,015","3,749",614,37,"222,314","222,314","19,814","23,932","26,280","27,614","38,583","36,809","26,142","15,620","6,530",926,64,"112,775","112,775","10,115","12,252","14,090","14,223","19,857","19,317","13,072","7,197","2,431",210,11,"109,539","109,539","9,699","11,680","12,190","13,391","18,726","17,492","13,070","8,423","4,099",716,53
경기도 포천시 (4165000000),"155,798","155,798","12,200","18,104","18,623","18,689","27,128","29,369","15,417","11,530","4,096",592,50,"81,502","81,502","6,366","9,436","10,264","9,933","14,882","16,261","7,856","4,937","1,370",180,17,"74,296","74,296","5,834","8,668","8,359","8,756","12,246","13,108","7,561","6,593","2,726",412,33,"155,192","155,192","11,946","16,961","18,942","17,915","26,133","29,916","16,620","11,582","4,461",661,55,"81,436","81,436","6,199","8,879","10,624","9,580","14,227","16,570","8,587","5,022","1,544",185,19,"73,756","73,756","5,747","8,082","8,318","8,335","11,906","13,346","8,033","6,560","2,917",476,36,"154,763","154,763","11,642","16,069","18,824","17,530","25,214","30,335","17,830","11,723","4,846",692,58,"81,291","81,291","6,053","8,428","10,514","9,456","13,624","16,831","9,362","5,115","1,697",193,18,"73,472","73,472","5,589","7,641","8,310","8,074","11,590","13,504","8,468","6,608","3,149",499,40,"152,925","152,925","10,982","15,084","18,595","16,706","24,024","30,244","19,163","12,103","5,217",742,65,"80,375","80,375","5,665","7,979","10,369","9,125","12,944","16,671","10,231","5,318","1,852",198,23,"72,550","72,550","5,317","7,105","8,226","7,581","11,080","13,573","8,932","6,785","3,365",544,42,"150,676","150,676","10,143","14,068","18,363","15,819","22,594","30,238","20,674","12,272","5,653",785,67,"79,310","79,310","5,242","7,377","10,351","8,695","12,180","16,631","11,095","5,484","2,036",196,23,"71,366","71,366","4,901","6,691","8,012","7,124","10,414","13,607","9,579","6,788","3,617",589,44,"148,379","148,379","9,318","13,155","17,892","15,039","21,459","29,761","22,285","12,388","6,107",906,69,"78,231","78,231","4,826","6,883","10,260","8,290","11,544","16,338","11,999","5,662","2,191",215,23,"70,148","70,148","4,492","6,272","7,632","6,749","9,915","13,423","10,286","6,726","3,916",691,46
